‏John 
3:9	וַיַּעַן נְקְדִימוֹס וַיֹּאמֶר אֵלָיו אֵיכָה יוּכְלוּ אֵלֶּה לָהְיוֹת. 
3:10	וַיַּעַן יֵשׁוּעַ וַיֹּאמֶר אֵלָיו הַמְלַמֵד יִשְׂרָאֵל אַתָּה וְאֶת־אֵלֶּה לֹא יָדָעְתָּ. 
3:11	אָמְנָם אָמְנָם אֲנִי אֹמֵר לְךְ כִּי אֶת־אֲשֶׁר יָדַעְנוּ נֹאמַר וְאֶת־אֲשֶׁר רָאִינוּ נָעִידָה וְלֹא תְקַבְּלוּ אֶת־עֵדוּתֵנוּ. 
3:12	אִם אָמַרְתִּי לָכֶם אֶת־־אֲשֶׁר לָאָרֶץ וְלֹא הֶאֱמַנְתֶּם אֵיכָה תַאֲמִינוּ בְאָמְרִי לָכֶם אֶת־־אֲשֶׁר לַשָּׁמָיִם. 
3:13	וְאִישׁ לֹא עָלָה אֶל־־הַשָּׁמַיִם כִּי אִם־אֵת אֲשֶׁר יָרַד מן הַשָּׁמַיִם בֶן־אָדָם אֲשֶׁר־בַּשָּׁמָיִם. 
3:14	וְכַאֲשֶׁר נָשָׂא משֶׁה אֶת־הַשָּׂרֶף בַּמִּדְבָּר כֵּן נָשׂוֹא יִנָּשֵׂא בֶן־אָדָם. 
3:15	וְכָל־הַמַּאֲמִין בּוֹ לֹא יֹאבֵר כִּי אִם־חַיֵּי עוֹלָמִים יִהְיוּ לוֹ. 
3:16	וְכֹה אָהַב אֱלֹהִים אֶת־הָאָרֶץ כִּי־נָתַן אֶת־ בֶּן־יְחִידוֹ וְכָל־־הַמַּאֲמִין בּוֹ לֹא יֹאבֵד כִּי אִם־־חַיֵּי עוֹלָמִים יִהְיוּ לוֹ. 
3:17	כִּי לֹא שָׁלַח אֱלֹהִים אֶת־־בְּנוֹ לָאָרֶץ לִשְׁפּוֹט אֶת־הָאָרֶץ כִּי אִם־לְהִוּשֵׁעַ בּוֹ הָאָרֶץ. 
3:18	הַמַּאֲמִין בּוֹ לֹא יִשָּׁפֵט וַאֲשֶׁר אֵינֶנּוּ מַאֲמִין בּוֹ כְבָר נִשְׁפָּט יַעַן לֹא הֶאֱמִין בְּשֵׁם בֶּן־יְחִיד אֱלֹהִים. 
3:19	וְזֶה הַמִּשְׁפָּט כִּי אוֹר בָּא לָאָרֶץ וַאֲנָשִׁים אָהֲבוּ אֶת־־הַחֹשֶׁךְ מִן־הָאוֹר כִּי־רָעִים פְּעֲלֵיהֶם. 
3:20	כִּי כָל־עֹשֵׂה עֵוְלָה שֹׁנֵא אֶת־הָאוֹר וְלֹא בָא אֶל הָאוֹר פֶן יִוּכְחוּ פָּעֲלָיו. 
3:21	וְעֹשֵׂה אֶמֶת יָבֹא אֶל הָאוֹר לְהִגָּלוֹת פָּעֲלָיו כִי נִפְעֲלוּ בֵאלֹהִים. 
3:22	אַחֲרֵי הַדִּבְרִים הָאֵלֶה בָא יֵשׁוּעַ וְתַלְמִידָיו אֶל אֶרֶץ יְהוּדָה וַיֵּשֶׁב עִמָּהֶם שָׁמָּה וַיְבַפּטָז. 
3:23	וַיְבַפֹּטְז גַּם יוֹחָנָן בְּעֵינוֹן קָרוֹב לְשַׁעֲלַיִם כִּי מַיִם רַבִּים שָׁם וַיָּבֹאוּ וַיִּבָפּטְזוּ. 
3:24	כִּי יוֹחָנָן לֹא הָשְׁלָךְ עוֹד אֶל הַמִּשְׁמָר. 
3:25	וַיְהִי רִיב בֵּין תַּלְמִידֵי יוֹחָנָן וּבֵין הַיְהוּדִים עַל הַשָּׁהָרָה. 
3:26	וַיָּבֹאוּ אֶל יוֹחָנָן וַיֹּאמְרוּ אֵלָיו רַבִּי הִנֵּה זֶה אֲשֶׁר הָיָה אִתְּךָ בְעֵבֶר הַיַּרְבֵּן אֲשֶׁר הַעַרְתָּ עָלָיו הוא מְבַפּטְז וְכֹל בָּאִים אֵלָיו. 
3:27	וַיַּעַן יוֹחָנָן וַיֹּאמַר אִישׁ לֹא יוּכַל לָקַחַת דָּבָר בִּלְתִּי נָתַן לוֹ מִשָּׁמָיִם. 
3:28	עֲדִים אַתֶּם לִי כִי אָמַרְתִּי לֹא אָנֹכִי הַמָּשִׁיחַ כִּי אִם־שָׁלַחְתִּי לְפָנָיו. 
3:29	לַאֲשֶׁר לוֹ כַלָּה הוּא הַחָתָן וְרֵעֶה הַחָתָן הֶעמֵד וְשׂמֵעַ אֹתוֹ שְׂמוֹחַ יִשְׂמַח בַּעֲבוּר קוֹל הַחָתָן לָכֵן שִׂמְחָתִי הַזֹּאת מְלֵאָה. 
3:30	הוּא הוֹלֵךְ וְנָדַל וַאֲנִי אֶמְעַט. 
3:31	הַבָּא מִמַּעַל עַל־כּל הוּא וַאֲשֶׁר מֵאֶרֶץ לְאֶרֶץ הוּא וְעַל הָאָרֶץ הוּא מְדַבֵּר הַבָּא מִשָּׁמַיִם עַל־כּל הוּא. 
3:32	וְאֵת אֲשֶׁר רָאָה וְשָׁמַע אֹתוֹ מֵעִיד וְאִישׁ לֹא יְקַבֵּל אֶת־עֲדוּתוֹ. 
3:33	הַמְּקַבֵּל אֶת־עֵדוּתוֹ חָתָם כִּי אֱלֹהִים אֱמֶת. 
3:34	כִּי אֵת אֲשֶׁר שָׁלַח אֱלֹהִים מְדַבֵּר דִּבְרֵי אֱלֹהִים כִּי לֹא בְמִדָּה נָתַן אֱלֹהִים אֶת־־הָרוּחַ. 
3:35	הָאָב אֹהֵב אֶת־הַבֵּן וְכֹל נָתַן לְיָדוֹ. 
3:36	הַמַּאֲמִין בַּבֵּן חַיֵּי עוֹלָמִים לוֹ וַאֲשֶׁר לֹא יַאֲמִין בַּבֶּן לֹא יִרְאֶה חַיִּים אַךְ יֵשֵׁב עָלָיו אַף אֱלֹהִים. 
4:1	וַיֵּדַע אֲדֹנִי כִי שְׁמְעוּ הַפְּרוּשִׁים כִּי עָשָׂה יֵשׁוּעַ וּבַפּטָז תַּלְמִידִים רַבִּים מִיּוֹחָנָן. 
4:2	אַף־גַּם לֹא בַפּטְז יֵשׁוּעַ רַק תַּלְמִידָיו. 
4:3	וַיַּעֲזֹב אֶת־־יְהוּדָה וַיַּעֲבֹר עוֹד גָּלִילָה. 
4:4	וְלוֹ לַעֲבֹר בְּשֹׁמְרוֹן. 
4:5	וַיָּבֹא לְעִיר שֹׁמְרֹנִית הַנִּקְרַאַת שִׂיבָר קְרֹבָה אֶל־־הַמָּקוֹם אֲשֶׁר נָתַן יַעֲקֹב לְיוֹסֵף בְּנוֹ. 
4:6	וַיְהִי שָׁם בְּאֵר יַעֲקֹב וַיִּיעָף יֵשׁוּעַ מִדֶּרֶךְ וַיֵּשֵׁב עַל הַבְּאֵר וַתְּהִי כְעֵת שִׁשִׁית. 
4:7	וַתָּבֹא אִשָּׁה שֹׁמְרֹנִית לִשְׁאֹב מַיִם וַיֹּאמֶר אֵלֶיהָ יֵשׁוּעַ הַשְׁקֵנִי. 
4:8	כִּי הָלְכוּ תַלְמִידָיו הָעִירָה לְקְנוֹת אֹכֶל. 
4:9	וַתֹּאמֶר אֵלָיו הָאִשָּׁה הַשֹׁמְרֹנִית אֵיכָה תִּשְׁאַל אַתָּה הַיְהוּדִי אֶת־הַשְׁתִיָּה מִמֶּנִּי וְאִשָּׁה שׂמְרֹנִית אָנֹכִי כִי אֵין לַיְהוּדִים וְלַשֹׁמְרֹנִים דָּבָר. 
4:10	וַיַּעַן יֵשׁוּעַ וַיֹּאמֶר אֵלֶיהָ אִם־תֵּדְעִי אֶת־מַתַּת אֱלֹהִים וְאֶת־מִי הָאֹמֵר לָךְ הַשְׁקֵנִי תִּשְׁאֲלִי מִמֶּנּוּ וְיִתֵּן לָךְ מַיִם חַיִּים. 
4:11	וַתֹּאמֶר אֵלָיו הָאִשָּׁה דְלִי אֵינֶנּוּ לְךָ אֲדֹנִי וְהַבְּאֵר עֲמוּקָה וּמֵאֵין מַיִם חַיִּים לָךְ. 
4:12	הֲנָדוֹל אַתָּה מִיַּעֲקֹב אָבִינוּ אֲשֶׁר נָתַן לָנוּ אֶת־־הַבְּאֵר וּמִמֶּנּוּ שָׁתָה הוּא וּבְנָיו וּבַהֲמֹתָיו. 
4:13	וַיַּעַן יֵשׁוּעַ וַיֹּאמֶר אֵלֶיהָ כֹּל הַשּׁתָה מִמַּיִם הָאֵלֶּה יִצְמָא עוֹד. 
4:14	וְאִישׁ אִישׁ אֲשֶׁר יִשְׁתָּה מִן־־הַמַּיִם אֲשֶׁר אֶתֵּן לוֹ לֹא יִצְמָא לְעוֹלָם כִּי הַמַּיִם אֲשֶׁר אֶתֵּן לוֹ יִהְיוּ בוֹ בְאֵר מַיִם נֹבְעִים לְחַיֵּי עוֹלָמִים. 
